City,Month,Year,CPI
KOTA BANDAR LAMPUNG,september,2008,117.42
KOTA METRO,september,2008,0.0
TANJUNG PANDAN,september,2008,0.0
KOTA PANGKAL PINANG,september,2008,118.91
KOTA BATAM,september,2008,109.71
KOTA TANJUNG PINANG,september,2008,115.35
DKI JAKARTA,september,2008,112.11
KOTA BOGOR,september,2008,115.47
KOTA SUKABUMI,september,2008,112.83
KOTA BANDUNG,september,2008,112.78
KOTA CIREBON,september,2008,116.96
KOTA BEKASI,september,2008,112.68
KOTA DEPOK,september,2008,113.7
KOTA TASIKMALAYA,september,2008,113.68
CILACAP,september,2008,0.0
PURWOKERTO,september,2008,112.24
KUDUS,september,2008,0.0
KOTA SURAKARTA,september,2008,108.3
KOTA SEMARANG,september,2008,112.46
KOTA TEGAL,september,2008,111.89
KOTA YOGYAKARTA,september,2008,112.66
JEMBER,september,2008,115.12
BANYUWANGI,september,2008,0.0
SUMENEP,september,2008,110.01
KOTA KEDIRI,september,2008,112.6
KOTA MALANG,september,2008,112.74
KOTA PROBOLINGGO,september,2008,115.8
KOTA MADIUN,september,2008,111.16
KOTA SURABAYA,september,2008,111.16
KOTA TANGERANG,september,2008,115.63
KOTA CILEGON,september,2008,113.28
KOTA SERANG,september,2008,115.27
SINGARAJA,september,2008,0.0
KOTA DENPASAR,september,2008,110.31
KOTA MATARAM,september,2008,114.83
KOTA BIMA,september,2008,118.0
MAUMERE,september,2008,122.76
KOTA KUPANG,september,2008,111.11
KOTA PONTIANAK,september,2008,114.81
KOTA SINGKAWANG,september,2008,116.53
SAMPIT,september,2008,111.75
KOTA PALANGKA RAYA,september,2008,114.18
TANJUNG,september,2008,0.0
KOTA BANJARMASIN,september,2008,112.87
KOTA BALIKPAPAN,september,2008,113.98
KOTA SAMARINDA,september,2008,116.93
KOTA TARAKAN,september,2008,121.55
KOTA MANADO,september,2008,115.01
KOTA PALU,september,2008,115.13
BULUKUMBA,september,2008,0.0
WATAMPONE,september,2008,120.81
KOTA MAKASSAR,september,2008,113.56
KOTA PARE-PARE,september,2008,109.71
KOTA PALOPO,september,2008,120.61
KOTA KENDARI,september,2008,116.59
KOTA BAU-BAU,september,2008,0.0
KOTA GORONTALO,september,2008,113.21
MAMUJU,september,2008,119.6
KOTA AMBON,september,2008,116.28
KOTA TUAL,september,2008,0.0
KOTA TERNATE,september,2008,116.96
MANOKWARI,september,2008,121.94
KOTA SORONG,september,2008,132.92
MERAUKE,september,2008,0.0
KOTA JAYAPURA,september,2008,114.96
KOTA MEULABOH,oktober,2008,0.0
KOTA BANDA ACEH,oktober,2008,111.7
KOTA LHOKSEUMAWE,oktober,2008,112.34
KOTA SIBOLGA,oktober,2008,113.0
KOTA PEMATANG SIANTAR,oktober,2008,112.32
KOTA MEDAN,oktober,2008,112.76
KOTA PADANGSIDIMPUAN,oktober,2008,114.16
KOTA PADANG,oktober,2008,114.81
KOTA BUKITTINGGI,oktober,2008,0.0
TEMBILAHAN,oktober,2008,0.0
KOTA PEKANBARU,oktober,2008,119.62
KOTA DUMAI,oktober,2008,117.77
BUNGO,oktober,2008,0.0
KOTA JAMBI,oktober,2008,114.87
KOTA PALEMBANG,oktober,2008,116.16
KOTA LUBUKLINGGAU,oktober,2008,0.0
KOTA BENGKULU,oktober,2008,117.22
KOTA BANDAR LAMPUNG,oktober,2008,118.18
KOTA METRO,oktober,2008,0.0
TANJUNG PANDAN,oktober,2008,0.0
KOTA PANGKAL PINANG,oktober,2008,119.42
KOTA BATAM,oktober,2008,109.84
KOTA TANJUNG PINANG,oktober,2008,115.1
DKI JAKARTA,oktober,2008,112.58
KOTA BOGOR,oktober,2008,116.06
KOTA SUKABUMI,oktober,2008,114.26
KOTA BANDUNG,oktober,2008,113.59
KOTA CIREBON,oktober,2008,117.49
KOTA BEKASI,oktober,2008,112.49
KOTA DEPOK,oktober,2008,114.25
KOTA TASIKMALAYA,oktober,2008,115.04
CILACAP,oktober,2008,0.0
PURWOKERTO,oktober,2008,113.45
KUDUS,oktober,2008,0.0
KOTA SURAKARTA,oktober,2008,109.02
KOTA SEMARANG,oktober,2008,113.06
KOTA TEGAL,oktober,2008,112.44
KOTA YOGYAKARTA,oktober,2008,113.36
JEMBER,oktober,2008,115.44
BANYUWANGI,oktober,2008,0.0
SUMENEP,oktober,2008,111.06
KOTA KEDIRI,oktober,2008,113.27
KOTA MALANG,oktober,2008,113.37
KOTA PROBOLINGGO,oktober,2008,116.45
KOTA MADIUN,oktober,2008,111.61
KOTA SURABAYA,oktober,2008,111.61
KOTA TANGERANG,oktober,2008,116.15
KOTA CILEGON,oktober,2008,114.11
KOTA SERANG,oktober,2008,116.24
SINGARAJA,oktober,2008,0.0
KOTA DENPASAR,oktober,2008,110.66
KOTA MATARAM,oktober,2008,115.15
KOTA BIMA,oktober,2008,118.78
MAUMERE,oktober,2008,123.63
KOTA KUPANG,oktober,2008,111.05
KOTA PONTIANAK,oktober,2008,115.09
KOTA SINGKAWANG,oktober,2008,116.76
SAMPIT,oktober,2008,112.62
KOTA PALANGKA RAYA,oktober,2008,116.13
TANJUNG,oktober,2008,0.0
KOTA BANJARMASIN,oktober,2008,114.44
KOTA BALIKPAPAN,oktober,2008,115.07
KOTA SAMARINDA,oktober,2008,118.13
KOTA TARAKAN,oktober,2008,120.81
KOTA MANADO,oktober,2008,115.11
KOTA PALU,oktober,2008,115.16
BULUKUMBA,oktober,2008,0.0
WATAMPONE,oktober,2008,121.7
KOTA MAKASSAR,oktober,2008,113.35
KOTA PARE-PARE,oktober,2008,109.84
KOTA PALOPO,oktober,2008,120.79
KOTA KENDARI,oktober,2008,117.65
KOTA BAU-BAU,oktober,2008,0.0
KOTA GORONTALO,oktober,2008,113.46
MAMUJU,oktober,2008,117.74
KOTA AMBON,oktober,2008,114.38
KOTA TUAL,oktober,2008,0.0
KOTA TERNATE,oktober,2008,116.21
MANOKWARI,oktober,2008,122.37
KOTA SORONG,oktober,2008,130.83
MERAUKE,oktober,2008,0.0
KOTA JAYAPURA,oktober,2008,115.28
KOTA MEULABOH,november,2008,0.0
KOTA BANDA ACEH,november,2008,112.41
KOTA LHOKSEUMAWE,november,2008,113.6
KOTA SIBOLGA,november,2008,114.01
KOTA PEMATANG SIANTAR,november,2008,112.29
KOTA MEDAN,november,2008,113.18
KOTA PADANGSIDIMPUAN,november,2008,114.75
KOTA PADANG,november,2008,115.79
KOTA BUKITTINGGI,november,2008,0.0
TEMBILAHAN,november,2008,0.0
KOTA PEKANBARU,november,2008,119.01
KOTA DUMAI,november,2008,117.72
BUNGO,november,2008,0.0
KOTA JAMBI,november,2008,114.79
KOTA PALEMBANG,november,2008,115.7
KOTA LUBUKLINGGAU,november,2008,0.0
KOTA BENGKULU,november,2008,116.75
KOTA BANDAR LAMPUNG,november,2008,118.25
KOTA METRO,november,2008,0.0
TANJUNG PANDAN,november,2008,0.0
KOTA PANGKAL PINANG,november,2008,118.31
KOTA BATAM,november,2008,110.5
KOTA TANJUNG PINANG,november,2008,116.84
DKI JAKARTA,november,2008,112.96
KOTA BOGOR,november,2008,116.3
KOTA SUKABUMI,november,2008,114.07
KOTA BANDUNG,november,2008,113.36
KOTA CIREBON,november,2008,117.25
KOTA BEKASI,november,2008,113.64
KOTA DEPOK,november,2008,114.44
KOTA TASIKMALAYA,november,2008,114.68
CILACAP,november,2008,0.0
PURWOKERTO,november,2008,113.35
KUDUS,november,2008,0.0
KOTA SURAKARTA,november,2008,109.15
KOTA SEMARANG,november,2008,113.13
KOTA TEGAL,november,2008,112.64
KOTA YOGYAKARTA,november,2008,113.44
JEMBER,november,2008,114.75
BANYUWANGI,november,2008,0.0
SUMENEP,november,2008,110.88
KOTA KEDIRI,november,2008,112.86
KOTA MALANG,november,2008,113.25
KOTA PROBOLINGGO,november,2008,115.78
KOTA MADIUN,november,2008,111.66
KOTA SURABAYA,november,2008,111.66
KOTA TANGERANG,november,2008,115.89
KOTA CILEGON,november,2008,115.24
KOTA SERANG,november,2008,116.5
SINGARAJA,november,2008,0.0
KOTA DENPASAR,november,2008,111.15
KOTA MATARAM,november,2008,115.13
KOTA BIMA,november,2008,118.45
MAUMERE,november,2008,121.62
KOTA KUPANG,november,2008,112.03
KOTA PONTIANAK,november,2008,114.52
KOTA SINGKAWANG,november,2008,115.78
SAMPIT,november,2008,112.29
KOTA PALANGKA RAYA,november,2008,116.9
TANJUNG,november,2008,0.0
KOTA BANJARMASIN,november,2008,115.0
KOTA BALIKPAPAN,november,2008,114.9
KOTA SAMARINDA,november,2008,116.63
KOTA TARAKAN,november,2008,120.53
KOTA MANADO,november,2008,114.68
KOTA PALU,november,2008,114.07
BULUKUMBA,november,2008,0.0
WATAMPONE,november,2008,121.46
KOTA MAKASSAR,november,2008,113.2
KOTA PARE-PARE,november,2008,110.5
KOTA PALOPO,november,2008,121.0
KOTA KENDARI,november,2008,116.92
KOTA BAU-BAU,november,2008,0.0
KOTA GORONTALO,november,2008,113.36
MAMUJU,november,2008,117.84
KOTA AMBON,november,2008,112.78
KOTA TUAL,november,2008,0.0
KOTA TERNATE,november,2008,115.86
MANOKWARI,november,2008,120.88
KOTA SORONG,november,2008,129.69
MERAUKE,november,2008,0.0
KOTA JAYAPURA,november,2008,114.55
KOTA MEULABOH,desember,2008,0.0
KOTA BANDA ACEH,desember,2008,113.6
KOTA LHOKSEUMAWE,desember,2008,115.27
KOTA SIBOLGA,desember,2008,115.55
KOTA PEMATANG SIANTAR,desember,2008,113.11
KOTA MEDAN,desember,2008,113.76
KOTA PADANGSIDIMPUAN,desember,2008,115.55
KOTA PADANG,desember,2008,116.03
KOTA BUKITTINGGI,desember,2008,0.0
TEMBILAHAN,desember,2008,0.0
KOTA PEKANBARU,desember,2008,119.49
KOTA DUMAI,desember,2008,118.23
BUNGO,desember,2008,0.0
KOTA JAMBI,desember,2008,114.68
KOTA PALEMBANG,desember,2008,115.92
KOTA LUBUKLINGGAU,desember,2008,0.0
KOTA BENGKULU,desember,2008,116.64
KOTA BANDAR LAMPUNG,desember,2008,118.29
KOTA METRO,desember,2008,0.0
TANJUNG PANDAN,desember,2008,0.0
KOTA PANGKAL PINANG,desember,2008,119.07
KOTA BATAM,desember,2008,110.35
KOTA TANJUNG PINANG,desember,2008,116.72
DKI JAKARTA,desember,2008,113.08
KOTA BOGOR,desember,2008,116.0
KOTA SUKABUMI,desember,2008,114.32
KOTA BANDUNG,desember,2008,112.7
KOTA CIREBON,desember,2008,117.18
KOTA BEKASI,desember,2008,112.71
KOTA DEPOK,desember,2008,113.91
KOTA TASIKMALAYA,desember,2008,115.07
CILACAP,desember,2008,0.0
PURWOKERTO,desember,2008,113.54
KUDUS,desember,2008,0.0
KOTA SURAKARTA,desember,2008,108.44
KOTA SEMARANG,desember,2008,112.66
KOTA TEGAL,desember,2008,112.39
KOTA YOGYAKARTA,desember,2008,113.32
JEMBER,desember,2008,114.35
BANYUWANGI,desember,2008,0.0
SUMENEP,desember,2008,111.16
KOTA KEDIRI,desember,2008,112.21
KOTA MALANG,desember,2008,113.17
KOTA PROBOLINGGO,desember,2008,115.8
KOTA MADIUN,desember,2008,111.32
KOTA SURABAYA,desember,2008,111.32
KOTA TANGERANG,desember,2008,115.63
KOTA CILEGON,desember,2008,115.06
KOTA SERANG,desember,2008,116.95
SINGARAJA,desember,2008,0.0
KOTA DENPASAR,desember,2008,111.46
KOTA MATARAM,desember,2008,115.87
KOTA BIMA,desember,2008,118.91
MAUMERE,desember,2008,119.76
KOTA KUPANG,desember,2008,113.27
KOTA PONTIANAK,desember,2008,114.9
KOTA SINGKAWANG,desember,2008,116.55
SAMPIT,desember,2008,112.51
KOTA PALANGKA RAYA,desember,2008,116.19
TANJUNG,desember,2008,0.0
KOTA BANJARMASIN,desember,2008,114.96
KOTA BALIKPAPAN,desember,2008,114.43
KOTA SAMARINDA,desember,2008,116.86
KOTA TARAKAN,desember,2008,122.55
KOTA MANADO,desember,2008,115.21
KOTA PALU,desember,2008,114.41
BULUKUMBA,desember,2008,0.0
WATAMPONE,desember,2008,121.14
KOTA MAKASSAR,desember,2008,113.72
KOTA PARE-PARE,desember,2008,110.35
KOTA PALOPO,desember,2008,122.01
KOTA KENDARI,desember,2008,117.45
KOTA BAU-BAU,desember,2008,0.0
KOTA GORONTALO,desember,2008,113.39
MAMUJU,desember,2008,119.25
KOTA AMBON,desember,2008,110.7
KOTA TUAL,desember,2008,0.0
KOTA TERNATE,desember,2008,115.88
MANOKWARI,desember,2008,122.7
KOTA SORONG,desember,2008,130.45
MERAUKE,desember,2008,0.0
KOTA JAYAPURA,desember,2008,115.32
KOTA MEULABOH,januari,2009,0.0
KOTA BANDA ACEH,januari,2009,113.26
KOTA LHOKSEUMAWE,januari,2009,114.2
KOTA SIBOLGA,januari,2009,115.33
KOTA PEMATANG SIANTAR,januari,2009,113.43
KOTA MEDAN,januari,2009,113.52
KOTA PADANGSIDIMPUAN,januari,2009,115.67
KOTA PADANG,januari,2009,115.94
KOTA BUKITTINGGI,januari,2009,0.0
TEMBILAHAN,januari,2009,0.0
KOTA PEKANBARU,januari,2009,113.76
KOTA DUMAI,januari,2009,118.48
BUNGO,januari,2009,0.0
KOTA JAMBI,januari,2009,115.16
KOTA PALEMBANG,januari,2009,115.59
KOTA LUBUKLINGGAU,januari,2009,0.0
KOTA BENGKULU,januari,2009,116.62
KOTA BANDAR LAMPUNG,januari,2009,119.45
KOTA METRO,januari,2009,0.0
TANJUNG PANDAN,januari,2009,0.0
KOTA PANGKAL PINANG,januari,2009,119.8
KOTA BATAM,januari,2009,110.36
KOTA TANJUNG PINANG,januari,2009,118.12
DKI JAKARTA,januari,2009,112.81
KOTA BOGOR,januari,2009,115.61
KOTA SUKABUMI,januari,2009,114.46
KOTA BANDUNG,januari,2009,112.37
KOTA CIREBON,januari,2009,116.93
KOTA BEKASI,januari,2009,112.26
KOTA DEPOK,januari,2009,113.65
KOTA TASIKMALAYA,januari,2009,115.56
CILACAP,januari,2009,0.0
PURWOKERTO,januari,2009,113.16
KUDUS,januari,2009,0.0
KOTA SURAKARTA,januari,2009,108.26
KOTA SEMARANG,januari,2009,112.56
KOTA TEGAL,januari,2009,112.49
KOTA YOGYAKARTA,januari,2009,113.42
JEMBER,januari,2009,114.23
BANYUWANGI,januari,2009,0.0
SUMENEP,januari,2009,110.99
KOTA KEDIRI,januari,2009,112.34
KOTA MALANG,januari,2009,113.49
KOTA PROBOLINGGO,januari,2009,115.99
KOTA MADIUN,januari,2009,117.09
KOTA SURABAYA,januari,2009,111.12
KOTA TANGERANG,januari,2009,115.96
KOTA CILEGON,januari,2009,114.96
KOTA SERANG,januari,2009,117.26
SINGARAJA,januari,2009,0.0
KOTA DENPASAR,januari,2009,111.23
KOTA MATARAM,januari,2009,116.58
KOTA BIMA,januari,2009,119.61
MAUMERE,januari,2009,120.85
KOTA KUPANG,januari,2009,114.61
KOTA PONTIANAK,januari,2009,116.01
KOTA SINGKAWANG,januari,2009,117.87
SAMPIT,januari,2009,112.29
KOTA PALANGKA RAYA,januari,2009,115.97
TANJUNG,januari,2009,0.0
KOTA BANJARMASIN,januari,2009,114.82
KOTA BALIKPAPAN,januari,2009,113.82
KOTA SAMARINDA,januari,2009,116.34
KOTA TARAKAN,januari,2009,122.85
KOTA MANADO,januari,2009,113.66
KOTA PALU,januari,2009,114.87
BULUKUMBA,januari,2009,0.0
WATAMPONE,januari,2009,121.54
KOTA MAKASSAR,januari,2009,113.79
KOTA PARE-PARE,januari,2009,119.84
KOTA PALOPO,januari,2009,121.5
KOTA KENDARI,januari,2009,119.78
KOTA BAU-BAU,januari,2009,0.0
KOTA GORONTALO,januari,2009,114.13
MAMUJU,januari,2009,118.24
KOTA AMBON,januari,2009,112.05
KOTA TUAL,januari,2009,0.0
KOTA TERNATE,januari,2009,116.35
MANOKWARI,januari,2009,127.41
KOTA SORONG,januari,2009,130.27
MERAUKE,januari,2009,0.0
KOTA JAYAPURA,januari,2009,113.86
KOTA MEULABOH,februari,2009,0.0
KOTA BANDA ACEH,februari,2009,113.21
KOTA LHOKSEUMAWE,februari,2009,115.21
KOTA SIBOLGA,februari,2009,116.19
KOTA PEMATANG SIANTAR,februari,2009,114.02
KOTA MEDAN,februari,2009,113.07
KOTA PADANGSIDIMPUAN,februari,2009,115.93
KOTA PADANG,februari,2009,116.73
KOTA BUKITTINGGI,februari,2009,0.0
TEMBILAHAN,februari,2009,0.0
KOTA PEKANBARU,februari,2009,113.9
KOTA DUMAI,februari,2009,117.88
BUNGO,februari,2009,0.0
KOTA JAMBI,februari,2009,115.92
KOTA PALEMBANG,februari,2009,116.02
KOTA LUBUKLINGGAU,februari,2009,0.0
KOTA BENGKULU,februari,2009,117.1
KOTA BANDAR LAMPUNG,februari,2009,119.08
KOTA METRO,februari,2009,0.0
TANJUNG PANDAN,februari,2009,0.0
KOTA PANGKAL PINANG,februari,2009,118.53
KOTA BATAM,februari,2009,111.01
KOTA TANJUNG PINANG,februari,2009,118.45
DKI JAKARTA,februari,2009,112.56
KOTA BOGOR,februari,2009,116.3
KOTA SUKABUMI,februari,2009,114.88
KOTA BANDUNG,februari,2009,112.24
KOTA CIREBON,februari,2009,118.13
KOTA BEKASI,februari,2009,112.92
KOTA DEPOK,februari,2009,112.89
KOTA TASIKMALAYA,februari,2009,115.68
CILACAP,februari,2009,0.0
PURWOKERTO,februari,2009,113.75
KUDUS,februari,2009,0.0
KOTA SURAKARTA,februari,2009,108.98
KOTA SEMARANG,februari,2009,112.71
KOTA TEGAL,februari,2009,113.58
KOTA YOGYAKARTA,februari,2009,113.78
JEMBER,februari,2009,114.95
BANYUWANGI,februari,2009,0.0
SUMENEP,februari,2009,111.41
KOTA KEDIRI,februari,2009,112.69
KOTA MALANG,februari,2009,113.93
KOTA PROBOLINGGO,februari,2009,116.62
KOTA MADIUN,februari,2009,118.16
KOTA SURABAYA,februari,2009,112.19
KOTA TANGERANG,februari,2009,115.92
KOTA CILEGON,februari,2009,115.41
KOTA SERANG,februari,2009,117.94
SINGARAJA,februari,2009,0.0
KOTA DENPASAR,februari,2009,112.32
KOTA MATARAM,februari,2009,117.01
KOTA BIMA,februari,2009,120.49
MAUMERE,februari,2009,121.86
KOTA KUPANG,februari,2009,113.77
KOTA PONTIANAK,februari,2009,117.34
KOTA SINGKAWANG,februari,2009,118.41
SAMPIT,februari,2009,113.39
KOTA PALANGKA RAYA,februari,2009,115.33
TANJUNG,februari,2009,0.0
KOTA BANJARMASIN,februari,2009,114.78
KOTA BALIKPAPAN,februari,2009,114.06
KOTA SAMARINDA,februari,2009,118.23
KOTA TARAKAN,februari,2009,123.1
KOTA MANADO,februari,2009,115.08
KOTA PALU,februari,2009,115.25
BULUKUMBA,februari,2009,0.0
WATAMPONE,februari,2009,122.62
KOTA MAKASSAR,februari,2009,114.56
KOTA PARE-PARE,februari,2009,120.05
KOTA PALOPO,februari,2009,121.92
KOTA KENDARI,februari,2009,120.01
KOTA BAU-BAU,februari,2009,0.0
KOTA GORONTALO,februari,2009,115.14
MAMUJU,februari,2009,118.42
KOTA AMBON,februari,2009,112.84
KOTA TUAL,februari,2009,0.0
KOTA TERNATE,februari,2009,116.43
MANOKWARI,februari,2009,127.44
KOTA SORONG,februari,2009,130.36
MERAUKE,februari,2009,0.0
KOTA JAYAPURA,februari,2009,113.36
KOTA MEULABOH,maret,2009,0.0
KOTA BANDA ACEH,maret,2009,114.0
KOTA LHOKSEUMAWE,maret,2009,114.63
KOTA SIBOLGA,maret,2009,114.95
KOTA PEMATANG SIANTAR,maret,2009,112.88
KOTA MEDAN,maret,2009,112.8
KOTA PADANGSIDIMPUAN,maret,2009,115.52
KOTA PADANG,maret,2009,116.08
KOTA BUKITTINGGI,maret,2009,0.0
TEMBILAHAN,maret,2009,0.0
KOTA PEKANBARU,maret,2009,113.39
KOTA DUMAI,maret,2009,117.36
BUNGO,maret,2009,0.0
KOTA JAMBI,maret,2009,114.98
KOTA PALEMBANG,maret,2009,115.85
KOTA LUBUKLINGGAU,maret,2009,0.0
KOTA BENGKULU,maret,2009,116.74
KOTA BANDAR LAMPUNG,maret,2009,119.38
KOTA METRO,maret,2009,0.0
TANJUNG PANDAN,maret,2009,0.0
KOTA PANGKAL PINANG,maret,2009,118.14
KOTA BATAM,maret,2009,111.06
KOTA TANJUNG PINANG,maret,2009,117.09
DKI JAKARTA,maret,2009,112.93
KOTA BOGOR,maret,2009,116.92
KOTA SUKABUMI,maret,2009,116.23
KOTA BANDUNG,maret,2009,112.82
KOTA CIREBON,maret,2009,118.25
KOTA BEKASI,maret,2009,112.72
KOTA DEPOK,maret,2009,112.92
KOTA TASIKMALAYA,maret,2009,115.97
CILACAP,maret,2009,0.0
PURWOKERTO,maret,2009,114.43
KUDUS,maret,2009,0.0
KOTA SURAKARTA,maret,2009,109.29
KOTA SEMARANG,maret,2009,113.47
KOTA TEGAL,maret,2009,113.57
KOTA YOGYAKARTA,maret,2009,113.99
JEMBER,maret,2009,115.52
BANYUWANGI,maret,2009,0.0
SUMENEP,maret,2009,111.44
KOTA KEDIRI,maret,2009,113.22
KOTA MALANG,maret,2009,114.62
KOTA PROBOLINGGO,maret,2009,116.5
KOTA MADIUN,maret,2009,118.29
KOTA SURABAYA,maret,2009,112.5
KOTA TANGERANG,maret,2009,116.0
KOTA CILEGON,maret,2009,115.78
KOTA SERANG,maret,2009,117.71
SINGARAJA,maret,2009,0.0
KOTA DENPASAR,maret,2009,113.84
KOTA MATARAM,maret,2009,117.93
KOTA BIMA,maret,2009,121.78
MAUMERE,maret,2009,120.23
KOTA KUPANG,maret,2009,114.23
KOTA PONTIANAK,maret,2009,116.89
KOTA SINGKAWANG,maret,2009,116.99
SAMPIT,maret,2009,114.33
KOTA PALANGKA RAYA,maret,2009,115.43
TANJUNG,maret,2009,0.0
KOTA BANJARMASIN,maret,2009,115.3
KOTA BALIKPAPAN,maret,2009,114.46
KOTA SAMARINDA,maret,2009,118.6
KOTA TARAKAN,maret,2009,123.2
KOTA MANADO,maret,2009,116.57
KOTA PALU,maret,2009,116.45
BULUKUMBA,maret,2009,0.0
WATAMPONE,maret,2009,123.73
KOTA MAKASSAR,maret,2009,114.68
KOTA PARE-PARE,maret,2009,119.97
KOTA PALOPO,maret,2009,123.4
KOTA KENDARI,maret,2009,120.96
KOTA BAU-BAU,maret,2009,0.0
KOTA GORONTALO,maret,2009,116.03
MAMUJU,maret,2009,118.83
KOTA AMBON,maret,2009,113.2
KOTA TUAL,maret,2009,0.0
KOTA TERNATE,maret,2009,117.33
MANOKWARI,maret,2009,127.02
KOTA SORONG,maret,2009,131.46
MERAUKE,maret,2009,0.0
KOTA JAYAPURA,maret,2009,115.25
KOTA MEULABOH,april,2009,0.0
KOTA BANDA ACEH,april,2009,113.46
KOTA LHOKSEUMAWE,april,2009,114.6
KOTA SIBOLGA,april,2009,114.41
KOTA PEMATANG SIANTAR,april,2009,112.71
KOTA MEDAN,april,2009,112.32
KOTA PADANGSIDIMPUAN,april,2009,114.09
KOTA PADANG,april,2009,115.2
KOTA BUKITTINGGI,april,2009,0.0
TEMBILAHAN,april,2009,0.0
KOTA PEKANBARU,april,2009,112.78
KOTA DUMAI,april,2009,116.48
BUNGO,april,2009,0.0
KOTA JAMBI,april,2009,113.52
KOTA PALEMBANG,april,2009,115.53
KOTA LUBUKLINGGAU,april,2009,0.0
KOTA BENGKULU,april,2009,115.88
KOTA BANDAR LAMPUNG,april,2009,117.88
KOTA METRO,april,2009,0.0
TANJUNG PANDAN,april,2009,0.0
KOTA PANGKAL PINANG,april,2009,117.09
KOTA BATAM,april,2009,110.38
KOTA TANJUNG PINANG,april,2009,116.22
DKI JAKARTA,april,2009,112.76
KOTA BOGOR,april,2009,116.37
KOTA SUKABUMI,april,2009,116.65
KOTA BANDUNG,april,2009,112.78
KOTA CIREBON,april,2009,118.1
KOTA BEKASI,april,2009,112.12
KOTA DEPOK,april,2009,112.67
KOTA TASIKMALAYA,april,2009,117.09
CILACAP,april,2009,0.0
PURWOKERTO,april,2009,114.18
KUDUS,april,2009,0.0
KOTA SURAKARTA,april,2009,109.27
KOTA SEMARANG,april,2009,113.28
KOTA TEGAL,april,2009,113.74
KOTA YOGYAKARTA,april,2009,113.6
JEMBER,april,2009,114.52
BANYUWANGI,april,2009,0.0
SUMENEP,april,2009,110.77
KOTA KEDIRI,april,2009,112.67
KOTA MALANG,april,2009,114.38
KOTA PROBOLINGGO,april,2009,115.92
KOTA MADIUN,april,2009,117.73
KOTA SURABAYA,april,2009,112.01
KOTA TANGERANG,april,2009,115.69
KOTA CILEGON,april,2009,115.05
KOTA SERANG,april,2009,118.27
SINGARAJA,april,2009,0.0
KOTA DENPASAR,april,2009,113.15
KOTA MATARAM,april,2009,116.85
KOTA BIMA,april,2009,121.32
MAUMERE,april,2009,121.07
KOTA KUPANG,april,2009,114.52
KOTA PONTIANAK,april,2009,116.59
KOTA SINGKAWANG,april,2009,116.66
SAMPIT,april,2009,112.99
KOTA PALANGKA RAYA,april,2009,115.5
TANJUNG,april,2009,0.0
KOTA BANJARMASIN,april,2009,115.08
KOTA BALIKPAPAN,april,2009,114.61
KOTA SAMARINDA,april,2009,118.9
KOTA TARAKAN,april,2009,123.31
KOTA MANADO,april,2009,115.03
KOTA PALU,april,2009,115.46
BULUKUMBA,april,2009,0.0
WATAMPONE,april,2009,123.42
KOTA MAKASSAR,april,2009,114.18
KOTA PARE-PARE,april,2009,119.55
KOTA PALOPO,april,2009,124.62
KOTA KENDARI,april,2009,122.09
KOTA BAU-BAU,april,2009,0.0
KOTA GORONTALO,april,2009,115.97
MAMUJU,april,2009,118.97
KOTA AMBON,april,2009,113.65
KOTA TUAL,april,2009,0.0
KOTA TERNATE,april,2009,118.38
MANOKWARI,april,2009,127.11
KOTA SORONG,april,2009,130.44
MERAUKE,april,2009,0.0
KOTA JAYAPURA,april,2009,115.21
KOTA MEULABOH,mei,2009,0.0
KOTA BANDA ACEH,mei,2009,114.18
KOTA LHOKSEUMAWE,mei,2009,114.7
KOTA SIBOLGA,mei,2009,114.81
KOTA PEMATANG SIANTAR,mei,2009,113.33
KOTA MEDAN,mei,2009,112.6
KOTA PADANGSIDIMPUAN,mei,2009,113.88
KOTA PADANG,mei,2009,114.75
KOTA BUKITTINGGI,mei,2009,0.0
TEMBILAHAN,mei,2009,0.0
KOTA PEKANBARU,mei,2009,112.83
KOTA DUMAI,mei,2009,116.7
BUNGO,mei,2009,0.0
KOTA JAMBI,mei,2009,114.62
KOTA PALEMBANG,mei,2009,115.73
KOTA LUBUKLINGGAU,mei,2009,0.0
KOTA BENGKULU,mei,2009,115.69
KOTA BANDAR LAMPUNG,mei,2009,117.44
KOTA METRO,mei,2009,0.0
TANJUNG PANDAN,mei,2009,0.0
KOTA PANGKAL PINANG,mei,2009,117.15
KOTA BATAM,mei,2009,110.41
KOTA TANJUNG PINANG,mei,2009,115.57
DKI JAKARTA,mei,2009,112.95
KOTA BOGOR,mei,2009,116.39
KOTA SUKABUMI,mei,2009,116.56
KOTA BANDUNG,mei,2009,112.56
KOTA CIREBON,mei,2009,118.15
KOTA BEKASI,mei,2009,112.42
KOTA DEPOK,mei,2009,112.68
KOTA TASIKMALAYA,mei,2009,117.12
CILACAP,mei,2009,0.0
PURWOKERTO,mei,2009,114.22
KUDUS,mei,2009,0.0
KOTA SURAKARTA,mei,2009,109.62
KOTA SEMARANG,mei,2009,113.38
KOTA TEGAL,mei,2009,114.32
KOTA YOGYAKARTA,mei,2009,113.91
JEMBER,mei,2009,114.99
BANYUWANGI,mei,2009,0.0
SUMENEP,mei,2009,111.23
KOTA KEDIRI,mei,2009,112.73
KOTA MALANG,mei,2009,114.43
KOTA PROBOLINGGO,mei,2009,116.04
