City,Month,Year,Inflation,CPI
KOTA PEKANBARU,juni,2022,2,112.37
KOTA DUMAI,juni,2022,1.56,112.93
BUNGO,juni,2022,1.43,113.96
KOTA JAMBI,juni,2022,1.55,114.04
KOTA PALEMBANG,juni,2022,0.9,111.21
KOTA LUBUKLINGGAU,juni,2022,0.85,111.3
KOTA BENGKULU,juni,2022,0.6,110.92
KOTA BANDAR LAMPUNG,juni,2022,1.22,112.5
KOTA METRO,juni,2022,1.07,113.82
TANJUNG PANDAN,juni,2022,-0.03,115.97
KOTA PANGKAL PINANG,juni,2022,-0.22,111.75
KOTA BATAM,juni,2022,0.84,111.28
KOTA TANJUNG PINANG,juni,2022,0.8,109.44
DKI JAKARTA,juni,2022,0.32,109.67
KOTA BOGOR,juni,2022,0.75,113.19
KOTA SUKABUMI,juni,2022,0.58,110.69
KOTA BANDUNG,juni,2022,0.74,111.43
KOTA CIREBON,juni,2022,0.48,108.37
KOTA BEKASI,juni,2022,0.49,112.9
KOTA DEPOK,juni,2022,0.53,112.5
KOTA TASIKMALAYA,juni,2022,0.41,109.61
CILACAP,juni,2022,0.71,111.52
PURWOKERTO,juni,2022,0.59,111.93
KUDUS,juni,2022,0.66,110.59
KOTA SURAKARTA,juni,2022,0.89,112.48
KOTA SEMARANG,juni,2022,0.93,110.97
KOTA TEGAL,juni,2022,0.63,112.67
KOTA YOGYAKARTA,juni,2022,0.52,112.74
JEMBER,juni,2022,0.71,112.35
BANYUWANGI,juni,2022,0.61,109.25
SUMENEP,juni,2022,0.45,112.17
KOTA KEDIRI,juni,2022,0.78,110.41
KOTA MALANG,juni,2022,0.61,110.03
KOTA PROBOLINGGO,juni,2022,0.74,109.92
KOTA MADIUN,juni,2022,0.66,110.16
KOTA SURABAYA,juni,2022,0.46,110.98
KOTA TANGERANG,juni,2022,0.59,110.38
KOTA CILEGON,juni,2022,0.89,113.98
KOTA SERANG,juni,2022,0.77,115.15
SINGARAJA,juni,2022,2.2,113.96
KOTA DENPASAR,juni,2022,0.72,110.69
KOTA MATARAM,juni,2022,0.86,110.54
KOTA BIMA,juni,2022,1.11,110.98
MAUMERE,juni,2022,0.83,110.76
KOTA KUPANG,juni,2022,0.51,109.56
KOTA PONTIANAK,juni,2022,0.07,111.11
KOTA SINGKAWANG,juni,2022,-0.09,110.27
SAMPIT,juni,2022,0.89,115.23
KOTA PALANGKA RAYA,juni,2022,0.87,112.31
TANJUNG,juni,2022,0.85,113.83
KOTA BANJARMASIN,juni,2022,0.71,113.8
KOTA BALIKPAPAN,juni,2022,0.53,109.77
KOTA SAMARINDA,juni,2022,0.42,109.9
KOTA TARAKAN,juni,2022,0.22,110.84
KOTA MANADO,juni,2022,0.85,111.11
KOTA PALU,juni,2022,0.29,112.97
BULUKUMBA,juni,2022,0.46,111.92
WATAMPONE,juni,2022,1.06,111.82
KOTA MAKASSAR,juni,2022,0.29,110.83
KOTA PARE-PARE,juni,2022,0.11,113.61
KOTA PALOPO,juni,2022,0.4,110.58
KOTA KENDARI,juni,2022,-0.61,111.45
KOTA BAU-BAU,juni,2022,0.97,111.3
KOTA GORONTALO,juni,2022,1.65,111.33
MAMUJU,juni,2022,0.69,112.88
KOTA AMBON,juni,2022,0.08,111.85
KOTA TUAL,juni,2022,0.65,113
KOTA TERNATE,juni,2022,0.33,109.02
MANOKWARI,juni,2022,0.71,114.95
KOTA SORONG,juni,2022,0.39,109.51
MERAUKE,juni,2022,-0.19,109.71
KOTA JAYAPURA,juni,2022,0.89,110.47
KOTA MEULABOH,juli,2022,1.12,117.86
KOTA BANDA ACEH,juli,2022,0.98,114.18
KOTA LHOKSEUMAWE,juli,2022,0.47,113.32
KOTA SIBOLGA,juli,2022,1.07,114.42
KOTA PEMATANG SIANTAR,juli,2022,0.04,112.53
KOTA MEDAN,juli,2022,0.27,110.54
KOTA PADANGSIDIMPUAN,juli,2022,0.59,115.15
KOTA PADANG,juli,2022,1.35,113.77
KOTA BUKITTINGGI,juli,2022,0.24,113.38
TEMBILAHAN,juli,2022,0.91,112.86
KOTA PEKANBARU,juli,2022,0.88,113.36
KOTA DUMAI,juli,2022,0.57,113.57
BUNGO,juli,2022,1.05,115.16
KOTA JAMBI,juli,2022,1.3,115.52
KOTA PALEMBANG,juli,2022,0.76,112.06
KOTA LUBUKLINGGAU,juli,2022,0.68,112.06
KOTA BENGKULU,juli,2022,0.91,111.93
KOTA BANDAR LAMPUNG,juli,2022,0.75,113.34
KOTA METRO,juli,2022,0.58,114.48
TANJUNG PANDAN,juli,2022,1.12,117.27
KOTA PANGKAL PINANG,juli,2022,1.01,112.88
KOTA BATAM,juli,2022,0.61,111.96
KOTA TANJUNG PINANG,juli,2022,0.66,110.16
DKI JAKARTA,juli,2022,0.57,110.29
KOTA BOGOR,juli,2022,0.55,113.81
KOTA SUKABUMI,juli,2022,0.43,111.17
KOTA BANDUNG,juli,2022,0.6,112.1
KOTA CIREBON,juli,2022,0.36,108.76
KOTA BEKASI,juli,2022,0.62,113.6
KOTA DEPOK,juli,2022,0.71,113.3
KOTA TASIKMALAYA,juli,2022,0.57,110.24
CILACAP,juli,2022,0.35,111.91
PURWOKERTO,juli,2022,0.39,112.37
KUDUS,juli,2022,0.38,111.01
KOTA SURAKARTA,juli,2022,0.35,112.87
KOTA SEMARANG,juli,2022,0.59,111.63
KOTA TEGAL,juli,2022,0.59,113.34
KOTA YOGYAKARTA,juli,2022,0.47,113.27
JEMBER,juli,2022,0.67,113.1
BANYUWANGI,juli,2022,0.68,109.99
SUMENEP,juli,2022,1.04,113.34
KOTA KEDIRI,juli,2022,0.55,111.02
KOTA MALANG,juli,2022,0.76,110.87
KOTA PROBOLINGGO,juli,2022,0.52,110.49
KOTA MADIUN,juli,2022,0.63,110.85
KOTA SURABAYA,juli,2022,0.58,111.62
KOTA TANGERANG,juli,2022,0.21,110.61
KOTA CILEGON,juli,2022,0.44,114.48
KOTA SERANG,juli,2022,0.5,115.73
SINGARAJA,juli,2022,0.48,114.51
KOTA DENPASAR,juli,2022,0.96,111.75
KOTA MATARAM,juli,2022,1.22,111.89
KOTA BIMA,juli,2022,1.32,112.44
MAUMERE,juli,2022,1.51,112.43
KOTA KUPANG,juli,2022,1.07,110.73
KOTA PONTIANAK,juli,2022,0.05,111.16
KOTA SINGKAWANG,juli,2022,0.38,110.69
SAMPIT,juli,2022,0.24,115.51
KOTA PALANGKA RAYA,juli,2022,0.56,112.94
TANJUNG,juli,2022,0.04,113.88
KOTA BANJARMASIN,juli,2022,0.31,114.15
KOTA BALIKPAPAN,juli,2022,0.73,110.57
KOTA SAMARINDA,juli,2022,0.52,110.47
KOTA TARAKAN,juli,2022,0.5,111.39
KOTA MANADO,juli,2022,0.72,111.91
KOTA PALU,juli,2022,1.19,114.31
BULUKUMBA,juli,2022,0.56,112.55
WATAMPONE,juli,2022,0.52,112.4
KOTA MAKASSAR,juli,2022,1.25,112.22
KOTA PARE-PARE,juli,2022,0.56,114.25
KOTA PALOPO,juli,2022,0.6,111.24
KOTA KENDARI,juli,2022,2.27,113.98
KOTA BAU-BAU,juli,2022,1.43,112.89
KOTA GORONTALO,juli,2022,0.57,111.97
MAMUJU,juli,2022,0.88,113.87
KOTA AMBON,juli,2022,1.67,113.72
KOTA TUAL,juli,2022,1.66,114.88
KOTA TERNATE,juli,2022,1.82,111
MANOKWARI,juli,2022,0.57,115.61
KOTA SORONG,juli,2022,1.26,110.89
MERAUKE,juli,2022,0.58,110.35
KOTA JAYAPURA,juli,2022,0.53,111.05
KOTA MEULABOH,agustus,2022,-0.33,117.47
KOTA BANDA ACEH,agustus,2022,-0.32,113.81
KOTA LHOKSEUMAWE,agustus,2022,-0.98,112.21
KOTA SIBOLGA,agustus,2022,-0.02,114.4
KOTA PEMATANG SIANTAR,agustus,2022,-0.79,111.64
KOTA MEDAN,agustus,2022,-0.25,110.26
KOTA PADANGSIDIMPUAN,agustus,2022,-0.31,114.79
KOTA PADANG,agustus,2022,-0.97,112.67
KOTA BUKITTINGGI,agustus,2022,-0.91,112.35
TEMBILAHAN,agustus,2022,-1.56,111.1
KOTA PEKANBARU,agustus,2022,-1.24,111.95
KOTA DUMAI,agustus,2022,-1.05,112.38
BUNGO,agustus,2022,-1.44,113.5
KOTA JAMBI,agustus,2022,-1.16,114.18
KOTA PALEMBANG,agustus,2022,-0.85,111.11
KOTA LUBUKLINGGAU,agustus,2022,-0.5,111.5
KOTA BENGKULU,agustus,2022,-0.24,111.66
KOTA BANDAR LAMPUNG,agustus,2022,-0.34,112.95
KOTA METRO,agustus,2022,-0.94,113.4
TANJUNG PANDAN,agustus,2022,-1.65,115.34
KOTA PANGKAL PINANG,agustus,2022,-1.2,111.52
KOTA BATAM,agustus,2022,-0.5,111.4
KOTA TANJUNG PINANG,agustus,2022,-0.54,109.57
DKI JAKARTA,agustus,2022,-0.11,110.17
KOTA BOGOR,agustus,2022,-0.45,113.3
KOTA SUKABUMI,agustus,2022,-0.04,111.13
KOTA BANDUNG,agustus,2022,-0.24,111.83
KOTA CIREBON,agustus,2022,-0.03,108.73
KOTA BEKASI,agustus,2022,0.12,113.74
KOTA DEPOK,agustus,2022,-0.01,113.29
KOTA TASIKMALAYA,agustus,2022,-0.22,110
CILACAP,agustus,2022,-0.55,111.29
PURWOKERTO,agustus,2022,-0.44,111.88
KUDUS,agustus,2022,-0.31,110.67
KOTA SURAKARTA,agustus,2022,-0.06,112.8
KOTA SEMARANG,agustus,2022,-0.44,111.14
KOTA TEGAL,agustus,2022,-0.64,112.61
KOTA YOGYAKARTA,agustus,2022,-0.12,113.13
JEMBER,agustus,2022,-0.47,112.57
BANYUWANGI,agustus,2022,-0.55,109.38
SUMENEP,agustus,2022,-1.13,112.06
KOTA KEDIRI,agustus,2022,-0.01,111.01
KOTA MALANG,agustus,2022,-0.03,110.84
KOTA PROBOLINGGO,agustus,2022,-0.65,109.77
KOTA MADIUN,agustus,2022,-0.42,110.38
KOTA SURABAYA,agustus,2022,0.26,111.91
KOTA TANGERANG,agustus,2022,-0.11,110.49
KOTA CILEGON,agustus,2022,-0.45,113.97
KOTA SERANG,agustus,2022,-0.16,115.54
SINGARAJA,agustus,2022,-1.48,112.81
KOTA DENPASAR,agustus,2022,-0.04,111.71
KOTA MATARAM,agustus,2022,-0.71,111.09
KOTA BIMA,agustus,2022,-1.08,111.23
MAUMERE,agustus,2022,-1,111.31
KOTA KUPANG,agustus,2022,-0.86,109.78
KOTA PONTIANAK,agustus,2022,0.16,111.34
KOTA SINGKAWANG,agustus,2022,-0.55,110.08
SAMPIT,agustus,2022,-0.5,114.93
KOTA PALANGKA RAYA,agustus,2022,0.28,113.26
TANJUNG,agustus,2022,-0.87,112.89
KOTA BANJARMASIN,agustus,2022,-0.44,113.65
KOTA BALIKPAPAN,agustus,2022,-0.33,110.21
KOTA SAMARINDA,agustus,2022,-0.2,110.25
KOTA TARAKAN,agustus,2022,-0.54,110.79
KOTA MANADO,agustus,2022,-0.37,111.5
KOTA PALU,agustus,2022,0.25,114.6
BULUKUMBA,agustus,2022,-0.6,111.88
WATAMPONE,agustus,2022,-0.69,111.62
KOTA MAKASSAR,agustus,2022,-0.29,111.9
KOTA PARE-PARE,agustus,2022,-0.11,114.12
KOTA PALOPO,agustus,2022,0.26,111.53
KOTA KENDARI,agustus,2022,0.36,114.39
KOTA BAU-BAU,agustus,2022,-0.71,112.09
KOTA GORONTALO,agustus,2022,-0.53,111.38
MAMUJU,agustus,2022,-0.54,113.26
KOTA AMBON,agustus,2022,0.82,114.65
KOTA TUAL,agustus,2022,-0.91,113.84
KOTA TERNATE,agustus,2022,-0.24,110.73
MANOKWARI,agustus,2022,-0.79,114.7
KOTA SORONG,agustus,2022,-0.82,109.98
MERAUKE,agustus,2022,-0.85,109.41
KOTA JAYAPURA,agustus,2022,-0.27,110.75
KOTA MEULABOH,september,2022,0.49,118.04
KOTA BANDA ACEH,september,2022,0.78,114.7
KOTA LHOKSEUMAWE,september,2022,0.9,113.22
KOTA SIBOLGA,september,2022,0.33,114.78
KOTA PEMATANG SIANTAR,september,2022,1.5,113.32
KOTA MEDAN,september,2022,0.98,111.34
KOTA PADANGSIDIMPUAN,september,2022,0.99,115.93
KOTA PADANG,september,2022,1.34,114.18
KOTA BUKITTINGGI,september,2022,1.87,114.45
TEMBILAHAN,september,2022,0.89,112.09
KOTA PEKANBARU,september,2022,1.56,113.7
KOTA DUMAI,september,2022,1.57,114.14
BUNGO,september,2022,1.1,114.75
KOTA JAMBI,september,2022,0.55,114.81
KOTA PALEMBANG,september,2022,1.28,112.53
KOTA LUBUKLINGGAU,september,2022,1.04,112.66
KOTA BENGKULU,september,2022,1.22,113.02
KOTA BANDAR LAMPUNG,september,2022,1.35,114.48
KOTA METRO,september,2022,1.01,114.54
TANJUNG PANDAN,september,2022,0.4,115.8
KOTA PANGKAL PINANG,september,2022,1.04,112.68
KOTA BATAM,september,2022,1.08,112.6
KOTA TANJUNG PINANG,september,2022,0.92,110.58
DKI JAKARTA,september,2022,1.21,111.5
KOTA BOGOR,september,2022,1.18,114.64
KOTA SUKABUMI,september,2022,1.33,112.61
KOTA BANDUNG,september,2022,0.91,112.85
KOTA CIREBON,september,2022,1.12,109.95
KOTA BEKASI,september,2022,1.38,115.31
KOTA DEPOK,september,2022,1.24,114.7
KOTA TASIKMALAYA,september,2022,0.95,111.05
CILACAP,september,2022,1.11,112.53
PURWOKERTO,september,2022,1.15,113.17
KUDUS,september,2022,1.65,112.5
KOTA SURAKARTA,september,2022,1.3,114.27
KOTA SEMARANG,september,2022,1.13,112.4
KOTA TEGAL,september,2022,1.09,113.84
KOTA YOGYAKARTA,september,2022,1.05,114.32
JEMBER,september,2022,1.37,114.11
BANYUWANGI,september,2022,0.87,110.33
SUMENEP,september,2022,0.95,113.13
KOTA KEDIRI,september,2022,1.36,112.52
KOTA MALANG,september,2022,1.06,112.02
KOTA PROBOLINGGO,september,2022,0.98,110.85
KOTA MADIUN,september,2022,1.28,111.79
KOTA SURABAYA,september,2022,1.52,113.61
KOTA TANGERANG,september,2022,1.06,111.66
KOTA CILEGON,september,2022,1.4,115.56
KOTA SERANG,september,2022,1.23,116.96
SINGARAJA,september,2022,0.35,113.2
KOTA DENPASAR,september,2022,0.56,112.34
KOTA MATARAM,september,2022,0.97,112.17
KOTA BIMA,september,2022,1.12,112.48
MAUMERE,september,2022,0.57,111.94
KOTA KUPANG,september,2022,1.82,111.78
KOTA PONTIANAK,september,2022,1.58,113.1
KOTA SINGKAWANG,september,2022,1.66,111.91
SAMPIT,september,2022,1.43,116.57
KOTA PALANGKA RAYA,september,2022,1.05,114.45
TANJUNG,september,2022,0.66,113.63
KOTA BANJARMASIN,september,2022,1.56,115.42
KOTA BALIKPAPAN,september,2022,0.88,111.18
KOTA SAMARINDA,september,2022,0.83,111.17
KOTA TARAKAN,september,2022,0.97,111.86
KOTA MANADO,september,2022,1.03,112.65
KOTA PALU,september,2022,0.52,115.2
BULUKUMBA,september,2022,1.11,113.12
WATAMPONE,september,2022,0.92,112.65
KOTA MAKASSAR,september,2022,1.09,113.12
KOTA PARE-PARE,september,2022,1.17,115.45
KOTA PALOPO,september,2022,1.74,113.47
KOTA KENDARI,september,2022,0.43,114.88
KOTA BAU-BAU,september,2022,0.47,112.62
KOTA GORONTALO,september,2022,0.49,111.93
MAMUJU,september,2022,1.08,114.48
KOTA AMBON,september,2022,0.3,114.99
KOTA TUAL,september,2022,1.02,115
KOTA TERNATE,september,2022,0.51,111.3
MANOKWARI,september,2022,-0.64,113.97
KOTA SORONG,september,2022,1.49,111.62
MERAUKE,september,2022,0.07,109.49
KOTA JAYAPURA,september,2022,0.79,111.62
KOTA MEULABOH,oktober,2022,0.19,118.27
KOTA BANDA ACEH,oktober,2022,-0.49,114.14
KOTA LHOKSEUMAWE,oktober,2022,0.04,113.26
KOTA SIBOLGA,oktober,2022,-1.09,113.53
KOTA PEMATANG SIANTAR,oktober,2022,-0.54,112.71
KOTA MEDAN,oktober,2022,-0.47,110.82
KOTA PADANGSIDIMPUAN,oktober,2022,-0.61,115.22
KOTA PADANG,oktober,2022,-0.22,113.93
KOTA BUKITTINGGI,oktober,2022,-0.25,114.16
TEMBILAHAN,oktober,2022,-0.7,111.31
KOTA PEKANBARU,oktober,2022,-0.72,112.88
KOTA DUMAI,oktober,2022,-0.59,113.47
BUNGO,oktober,2022,-1.14,113.44
KOTA JAMBI,oktober,2022,-0.16,114.63
KOTA PALEMBANG,oktober,2022,-0.1,112.42
KOTA LUBUKLINGGAU,oktober,2022,-0.18,112.46
KOTA BENGKULU,oktober,2022,-0.14,112.86
KOTA BANDAR LAMPUNG,oktober,2022,-0.5,113.91
KOTA METRO,oktober,2022,-0.2,114.31
TANJUNG PANDAN,oktober,2022,-1,114.64
KOTA PANGKAL PINANG,oktober,2022,-0.3,112.34
KOTA BATAM,oktober,2022,-0.04,112.56
KOTA TANJUNG PINANG,oktober,2022,-0.34,110.2
DKI JAKARTA,oktober,2022,-0.05,111.44
KOTA BOGOR,oktober,2022,0.1,114.75
KOTA SUKABUMI,oktober,2022,-0.04,112.56
KOTA BANDUNG,oktober,2022,0.12,112.98
KOTA CIREBON,oktober,2022,-0.1,109.84
KOTA BEKASI,oktober,2022,-0.19,115.09
KOTA DEPOK,oktober,2022,-0.26,114.4
KOTA TASIKMALAYA,oktober,2022,-0.05,110.99
CILACAP,oktober,2022,0.01,112.54
PURWOKERTO,oktober,2022,0.02,113.19
KUDUS,oktober,2022,0.02,112.52
KOTA SURAKARTA,oktober,2022,-0.06,114.2
KOTA SEMARANG,oktober,2022,-0.18,112.2
KOTA TEGAL,oktober,2022,-0.07,113.76
KOTA YOGYAKARTA,oktober,2022,0.11,114.45
JEMBER,oktober,2022,-0.03,114.08
BANYUWANGI,oktober,2022,0.11,110.45
SUMENEP,oktober,2022,-0.15,112.96
KOTA KEDIRI,oktober,2022,-0.21,112.28
KOTA MALANG,oktober,2022,-0.11,111.9
KOTA PROBOLINGGO,oktober,2022,0.16,111.03
KOTA MADIUN,oktober,2022,-0.03,111.76
KOTA SURABAYA,oktober,2022,0.07,113.69
KOTA TANGERANG,oktober,2022,-0.13,111.51
KOTA CILEGON,oktober,2022,-0.26,115.26
KOTA SERANG,oktober,2022,0.05,117.02
SINGARAJA,oktober,2022,-0.16,113.02
KOTA DENPASAR,oktober,2022,-0.04,112.3
KOTA MATARAM,oktober,2022,-0.12,112.03
KOTA BIMA,oktober,2022,0.2,112.71
MAUMERE,oktober,2022,-0.08,111.85
KOTA KUPANG,oktober,2022,0.37,112.19
KOTA PONTIANAK,oktober,2022,0.07,113.18
KOTA SINGKAWANG,oktober,2022,0.13,112.06
SAMPIT,oktober,2022,-0.01,116.56
KOTA PALANGKA RAYA,oktober,2022,-0.07,114.37
TANJUNG,oktober,2022,0.24,113.9
KOTA BANJARMASIN,oktober,2022,0.28,115.74
KOTA BALIKPAPAN,oktober,2022,0.09,111.28
KOTA SAMARINDA,oktober,2022,0.22,111.42
KOTA TARAKAN,oktober,2022,-0.16,111.68
KOTA MANADO,oktober,2022,-0.12,112.51
KOTA PALU,oktober,2022,-0.2,114.97
BULUKUMBA,oktober,2022,-0.26,112.83
WATAMPONE,oktober,2022,-0.58,112
KOTA MAKASSAR,oktober,2022,-0.11,113
KOTA PARE-PARE,oktober,2022,-0.48,114.9
KOTA PALOPO,oktober,2022,-0.49,112.91
KOTA KENDARI,oktober,2022,0.27,115.19
KOTA BAU-BAU,oktober,2022,0.1,112.73
KOTA GORONTALO,oktober,2022,0.01,111.94
MAMUJU,oktober,2022,-1.44,112.83
KOTA AMBON,oktober,2022,-0.12,114.85
KOTA TUAL,oktober,2022,-1.35,113.45
KOTA TERNATE,oktober,2022,-0.49,110.75
MANOKWARI,oktober,2022,0.76,114.84
KOTA SORONG,oktober,2022,-0.9,110.61
MERAUKE,oktober,2022,0.12,109.62
KOTA JAYAPURA,oktober,2022,-0.3,111.29
KOTA MEULABOH,november,2022,-0.62,117.54
KOTA BANDA ACEH,november,2022,0.11,114.26
KOTA LHOKSEUMAWE,november,2022,-0.36,112.85
KOTA SIBOLGA,november,2022,-0.05,113.47
KOTA PEMATANG SIANTAR,november,2022,-0.08,112.62
KOTA MEDAN,november,2022,-0.13,110.68
KOTA PADANGSIDIMPUAN,november,2022,-0.27,114.91
KOTA PADANG,november,2022,-0.3,113.59
KOTA BUKITTINGGI,november,2022,-0.04,114.11
TEMBILAHAN,november,2022,0.21,111.54
KOTA PEKANBARU,november,2022,0.1,112.99
KOTA DUMAI,november,2022,0.17,113.66
BUNGO,november,2022,-0.02,113.42
KOTA JAMBI,november,2022,-0.55,114
KOTA PALEMBANG,november,2022,-0.05,112.36
KOTA LUBUKLINGGAU,november,2022,-0.09,112.36
KOTA BENGKULU,november,2022,0.05,112.92
KOTA BANDAR LAMPUNG,november,2022,0.01,113.92
KOTA METRO,november,2022,0.05,114.37
TANJUNG PANDAN,november,2022,-0.64,113.91
KOTA PANGKAL PINANG,november,2022,0.19,112.55
KOTA BATAM,november,2022,-0.2,112.33
KOTA TANJUNG PINANG,november,2022,-0.18,110
DKI JAKARTA,november,2022,0.05,111.5
KOTA BOGOR,november,2022,0.2,114.98
KOTA SUKABUMI,november,2022,0.18,112.76
KOTA BANDUNG,november,2022,0.12,113.12
KOTA CIREBON,november,2022,0.09,109.94
KOTA BEKASI,november,2022,0.04,115.14
KOTA DEPOK,november,2022,0.11,114.53
KOTA TASIKMALAYA,november,2022,0.18,111.19
CILACAP,november,2022,0.2,112.77
PURWOKERTO,november,2022,0.31,113.54
KUDUS,november,2022,0.13,112.67
KOTA SURAKARTA,november,2022,0.11,114.32
KOTA SEMARANG,november,2022,0.13,112.35
KOTA TEGAL,november,2022,0.21,114
KOTA YOGYAKARTA,november,2022,0.32,114.82
JEMBER,november,2022,0.81,115
BANYUWANGI,november,2022,0.75,111.28
SUMENEP,november,2022,0.66,113.7
KOTA KEDIRI,november,2022,0.29,112.61
KOTA MALANG,november,2022,0.12,112.03
KOTA PROBOLINGGO,november,2022,0.37,111.44
KOTA MADIUN,november,2022,0.18,111.96
KOTA SURABAYA,november,2022,0.3,114.03
KOTA TANGERANG,november,2022,-0.15,111.34
KOTA CILEGON,november,2022,-0.1,115.15
KOTA SERANG,november,2022,0.21,117.26
SINGARAJA,november,2022,0.07,113.1
KOTA DENPASAR,november,2022,0.31,112.65
KOTA MATARAM,november,2022,0.09,112.13
KOTA BIMA,november,2022,0.1,112.82
MAUMERE,november,2022,0.43,112.33
KOTA KUPANG,november,2022,-0.12,112.06
KOTA PONTIANAK,november,2022,0.34,113.57
KOTA SINGKAWANG,november,2022,0.44,112.55
SAMPIT,november,2022,0.08,116.65
KOTA PALANGKA RAYA,november,2022,0.21,114.61
TANJUNG,november,2022,0.36,114.31
KOTA BANJARMASIN,november,2022,0.41,116.21
KOTA BALIKPAPAN,november,2022,0.04,111.33
KOTA SAMARINDA,november,2022,0.25,111.7
KOTA TARAKAN,november,2022,0.05,111.74
KOTA MANADO,november,2022,-0.31,112.16
KOTA PALU,november,2022,-0.1,114.86
BULUKUMBA,november,2022,0.12,112.96
WATAMPONE,november,2022,-0.09,111.9
KOTA MAKASSAR,november,2022,0.31,113.35
KOTA PARE-PARE,november,2022,0.22,115.15
KOTA PALOPO,november,2022,-0.19,112.69
KOTA KENDARI,november,2022,0.36,115.6
KOTA BAU-BAU,november,2022,0.29,113.06
KOTA GORONTALO,november,2022,-0.05,111.88
MAMUJU,november,2022,0.42,113.3
KOTA AMBON,november,2022,1.15,116.17
KOTA TUAL,november,2022,0.84,114.4
KOTA TERNATE,november,2022,0.19,110.96
MANOKWARI,november,2022,0.94,115.92
KOTA SORONG,november,2022,0.3,110.94
MERAUKE,november,2022,-0.05,109.57
KOTA JAYAPURA,november,2022,-0.29,110.97
KOTA MEULABOH,desember,2022,0.98,118.69
KOTA BANDA ACEH,desember,2022,0.64,114.99
KOTA LHOKSEUMAWE,desember,2022,1.51,114.55
KOTA SIBOLGA,desember,2022,1.44,115.1
KOTA PEMATANG SIANTAR,desember,2022,1.61,114.43
KOTA MEDAN,desember,2022,1.54,112.38
KOTA PADANGSIDIMPUAN,desember,2022,0.64,115.64
KOTA PADANG,desember,2022,0.98,114.7
KOTA BUKITTINGGI,desember,2022,0.66,114.86
TEMBILAHAN,desember,2022,0.95,112.6
KOTA PEKANBARU,desember,2022,0.92,114.03
KOTA DUMAI,desember,2022,0.88,114.66
BUNGO,desember,2022,0.68,114.19
KOTA JAMBI,desember,2022,0.79,114.9
KOTA PALEMBANG,desember,2022,0.47,112.89
KOTA LUBUKLINGGAU,desember,2022,0.59,113.02
KOTA BENGKULU,desember,2022,0.23,113.18
KOTA BANDAR LAMPUNG,desember,2022,0.62,114.63
KOTA METRO,desember,2022,0.63,115.09
TANJUNG PANDAN,desember,2022,1.43,115.54
KOTA PANGKAL PINANG,desember,2022,0.99,113.66
KOTA BATAM,desember,2022,1.14,113.61
KOTA TANJUNG PINANG,desember,2022,0.85,110.94
DKI JAKARTA,desember,2022,0.55,112.11
KOTA BOGOR,desember,2022,0.49,115.54
KOTA SUKABUMI,desember,2022,0.5,113.32
KOTA BANDUNG,desember,2022,2.04,115.43
KOTA CIREBON,desember,2022,0.35,110.32
KOTA BEKASI,desember,2022,0.46,115.67
KOTA DEPOK,desember,2022,0.32,114.9
KOTA TASIKMALAYA,desember,2022,0.53,111.78
CILACAP,desember,2022,0.59,113.44
PURWOKERTO,desember,2022,0.49,114.1
KUDUS,desember,2022,0.4,113.12
KOTA SURAKARTA,desember,2022,0.46,114.85
KOTA SEMARANG,desember,2022,0.45,112.85
KOTA TEGAL,desember,2022,0.61,114.7
KOTA YOGYAKARTA,desember,2022,0.65,115.57
JEMBER,desember,2022,0.57,115.65
BANYUWANGI,desember,2022,0.73,112.09
SUMENEP,desember,2022,1.13,114.98
KOTA KEDIRI,desember,2022,0.59,113.27
KOTA MALANG,desember,2022,0.58,112.68
KOTA PROBOLINGGO,desember,2022,0.66,112.18
KOTA MADIUN,desember,2022,0.58,112.61
KOTA SURABAYA,desember,2022,0.58,114.69
KOTA TANGERANG,desember,2022,0.43,111.82
KOTA CILEGON,desember,2022,0.6,115.84
KOTA SERANG,desember,2022,0.42,117.75
SINGARAJA,desember,2022,0.59,113.77
KOTA DENPASAR,desember,2022,0.46,113.17
KOTA MATARAM,desember,2022,0.21,112.37
KOTA BIMA,desember,2022,0.42,113.29
MAUMERE,desember,2022,1.08,113.54
KOTA KUPANG,desember,2022,0.74,112.89
KOTA PONTIANAK,desember,2022,0.57,114.22
KOTA SINGKAWANG,desember,2022,0.5,113.11
SAMPIT,desember,2022,0.28,116.98
KOTA PALANGKA RAYA,desember,2022,0.22,114.86
TANJUNG,desember,2022,0.48,114.86
KOTA BANJARMASIN,desember,2022,0.72,117.05
KOTA BALIKPAPAN,desember,2022,0.2,111.55
KOTA SAMARINDA,desember,2022,0.26,111.99
KOTA TARAKAN,desember,2022,0.59,112.4
KOTA MANADO,desember,2022,0.66,112.9
KOTA PALU,desember,2022,0.8,115.78
BULUKUMBA,desember,2022,0.49,113.51
WATAMPONE,desember,2022,0.6,112.57
KOTA MAKASSAR,desember,2022,0.74,114.19
KOTA PARE-PARE,desember,2022,0.72,115.98
KOTA PALOPO,desember,2022,0.36,113.1
KOTA KENDARI,desember,2022,0.52,116.2
KOTA BAU-BAU,desember,2022,1.5,114.76
KOTA GORONTALO,desember,2022,0.68,112.64
MAMUJU,desember,2022,0.52,113.89
KOTA AMBON,desember,2022,0.55,116.81
KOTA TUAL,desember,2022,0.81,115.33
KOTA TERNATE,desember,2022,1.14,112.23
MANOKWARI,desember,2022,1.85,118.07
