City,Month,Year,Inflation
KOTA LUBUKLINGGAU,september,2008,0.0
KOTA BENGKULU,september,2008,0.92
KOTA BANDAR LAMPUNG,september,2008,1.64
KOTA METRO,september,2008,0.0
TANJUNG PANDAN,september,2008,0.0
KOTA PANGKAL PINANG,september,2008,0.3
KOTA BATAM,september,2008,0.5
KOTA TANJUNG PINANG,september,2008,0.21
DKI JAKARTA,september,2008,1.02
KOTA BOGOR,september,2008,1.4
KOTA SUKABUMI,september,2008,1.79
KOTA BANDUNG,september,2008,0.88
KOTA CIREBON,september,2008,2.14
KOTA BEKASI,september,2008,1.13
KOTA DEPOK,september,2008,1.36
KOTA TASIKMALAYA,september,2008,1.23
CILACAP,september,2008,0.0
PURWOKERTO,september,2008,0.9
KUDUS,september,2008,0.0
KOTA SURAKARTA,september,2008,0.17
KOTA SEMARANG,september,2008,0.99
KOTA TEGAL,september,2008,0.38
KOTA YOGYAKARTA,september,2008,1.15
JEMBER,september,2008,0.74
BANYUWANGI,september,2008,0.0
SUMENEP,september,2008,1.48
KOTA KEDIRI,september,2008,0.51
KOTA MALANG,september,2008,0.91
KOTA PROBOLINGGO,september,2008,0.31
KOTA MADIUN,september,2008,1.01
KOTA SURABAYA,september,2008,0.77
KOTA TANGERANG,september,2008,1.64
KOTA CILEGON,september,2008,0.11
KOTA SERANG,september,2008,1.53
SINGARAJA,september,2008,0.0
KOTA DENPASAR,september,2008,0.39
KOTA MATARAM,september,2008,0.92
KOTA BIMA,september,2008,1.72
MAUMERE,september,2008,1.91
KOTA KUPANG,september,2008,0.31
KOTA PONTIANAK,september,2008,1.59
KOTA SINGKAWANG,september,2008,0.83
SAMPIT,september,2008,0.19
KOTA PALANGKA RAYA,september,2008,1.09
TANJUNG,september,2008,0.0
KOTA BANJARMASIN,september,2008,1.22
KOTA BALIKPAPAN,september,2008,0.43
KOTA SAMARINDA,september,2008,1.18
KOTA TARAKAN,september,2008,2.8
KOTA MANADO,september,2008,0.03
KOTA PALU,september,2008,1.2
BULUKUMBA,september,2008,0.0
WATAMPONE,september,2008,1.73
KOTA MAKASSAR,september,2008,1.5
KOTA PARE-PARE,september,2008,0.97
KOTA PALOPO,september,2008,0.27
KOTA KENDARI,september,2008,1.57
KOTA BAU-BAU,september,2008,0.0
KOTA GORONTALO,september,2008,0.35
MAMUJU,september,2008,1.74
KOTA AMBON,september,2008,0.82
KOTA TUAL,september,2008,0.0
KOTA TERNATE,september,2008,1.55
MANOKWARI,september,2008,2.0
KOTA SORONG,september,2008,1.08
MERAUKE,september,2008,0.0
KOTA JAYAPURA,september,2008,1.76
KOTA MEULABOH,oktober,2008,0.0
KOTA BANDA ACEH,oktober,2008,-0.3
KOTA LHOKSEUMAWE,oktober,2008,0.35
KOTA SIBOLGA,oktober,2008,-0.04
KOTA PEMATANG SIANTAR,oktober,2008,0.63
KOTA MEDAN,oktober,2008,1.36
KOTA PADANGSIDIMPUAN,oktober,2008,0.34
KOTA PADANG,oktober,2008,0.99
KOTA BUKITTINGGI,oktober,2008,0.0
TEMBILAHAN,oktober,2008,0.0
KOTA PEKANBARU,oktober,2008,0.48
KOTA DUMAI,oktober,2008,0.83
BUNGO,oktober,2008,0.0
KOTA JAMBI,oktober,2008,-0.03
KOTA PALEMBANG,oktober,2008,-0.09
KOTA LUBUKLINGGAU,oktober,2008,0.0
KOTA BENGKULU,oktober,2008,0.84
KOTA BANDAR LAMPUNG,oktober,2008,0.65
KOTA METRO,oktober,2008,0.0
TANJUNG PANDAN,oktober,2008,0.0
KOTA PANGKAL PINANG,oktober,2008,0.43
KOTA BATAM,oktober,2008,0.12
KOTA TANJUNG PINANG,oktober,2008,-0.22
DKI JAKARTA,oktober,2008,0.42
KOTA BOGOR,oktober,2008,0.51
KOTA SUKABUMI,oktober,2008,1.27
KOTA BANDUNG,oktober,2008,0.72
KOTA CIREBON,oktober,2008,0.45
KOTA BEKASI,oktober,2008,-0.17
KOTA DEPOK,oktober,2008,0.48
KOTA TASIKMALAYA,oktober,2008,1.2
CILACAP,oktober,2008,0.0
PURWOKERTO,oktober,2008,1.08
KUDUS,oktober,2008,0.0
KOTA SURAKARTA,oktober,2008,0.66
KOTA SEMARANG,oktober,2008,0.53
KOTA TEGAL,oktober,2008,0.49
KOTA YOGYAKARTA,oktober,2008,0.62
JEMBER,oktober,2008,0.28
BANYUWANGI,oktober,2008,0.0
SUMENEP,oktober,2008,0.95
KOTA KEDIRI,oktober,2008,0.6
KOTA MALANG,oktober,2008,0.56
KOTA PROBOLINGGO,oktober,2008,0.56
KOTA MADIUN,oktober,2008,0.32
KOTA SURABAYA,oktober,2008,0.4
KOTA TANGERANG,oktober,2008,0.45
KOTA CILEGON,oktober,2008,0.73
KOTA SERANG,oktober,2008,0.84
SINGARAJA,oktober,2008,0.0
KOTA DENPASAR,oktober,2008,0.32
KOTA MATARAM,oktober,2008,0.28
KOTA BIMA,oktober,2008,0.66
MAUMERE,oktober,2008,0.71
KOTA KUPANG,oktober,2008,-0.05
KOTA PONTIANAK,oktober,2008,0.24
KOTA SINGKAWANG,oktober,2008,0.2
SAMPIT,oktober,2008,0.78
KOTA PALANGKA RAYA,oktober,2008,1.71
TANJUNG,oktober,2008,0.0
KOTA BANJARMASIN,oktober,2008,1.39
KOTA BALIKPAPAN,oktober,2008,0.96
KOTA SAMARINDA,oktober,2008,1.03
KOTA TARAKAN,oktober,2008,-0.61
KOTA MANADO,oktober,2008,0.09
KOTA PALU,oktober,2008,0.03
BULUKUMBA,oktober,2008,0.0
WATAMPONE,oktober,2008,0.74
KOTA MAKASSAR,oktober,2008,-0.18
KOTA PARE-PARE,oktober,2008,0.54
KOTA PALOPO,oktober,2008,0.15
KOTA KENDARI,oktober,2008,0.91
KOTA BAU-BAU,oktober,2008,0.0
KOTA GORONTALO,oktober,2008,0.22
MAMUJU,oktober,2008,-1.56
KOTA AMBON,oktober,2008,-1.63
KOTA TUAL,oktober,2008,0.0
KOTA TERNATE,oktober,2008,-0.64
MANOKWARI,oktober,2008,0.35
KOTA SORONG,oktober,2008,-1.57
MERAUKE,oktober,2008,0.0
KOTA JAYAPURA,oktober,2008,0.28
KOTA MEULABOH,november,2008,0.0
KOTA BANDA ACEH,november,2008,0.64
KOTA LHOKSEUMAWE,november,2008,1.12
KOTA SIBOLGA,november,2008,0.89
KOTA PEMATANG SIANTAR,november,2008,-0.03
KOTA MEDAN,november,2008,0.37
KOTA PADANGSIDIMPUAN,november,2008,0.52
KOTA PADANG,november,2008,0.85
KOTA BUKITTINGGI,november,2008,0.0
TEMBILAHAN,november,2008,0.0
KOTA PEKANBARU,november,2008,0.1
KOTA DUMAI,november,2008,-0.04
BUNGO,november,2008,0.0
KOTA JAMBI,november,2008,-0.07
KOTA PALEMBANG,november,2008,-0.4
KOTA LUBUKLINGGAU,november,2008,0.0
KOTA BENGKULU,november,2008,-0.4
KOTA BANDAR LAMPUNG,november,2008,0.06
KOTA METRO,november,2008,0.0
TANJUNG PANDAN,november,2008,0.0
KOTA PANGKAL PINANG,november,2008,-0.93
KOTA BATAM,november,2008,0.6
KOTA TANJUNG PINANG,november,2008,1.51
DKI JAKARTA,november,2008,0.34
KOTA BOGOR,november,2008,0.21
KOTA SUKABUMI,november,2008,-0.17
KOTA BANDUNG,november,2008,-0.2
KOTA CIREBON,november,2008,-0.2
KOTA BEKASI,november,2008,1.02
KOTA DEPOK,november,2008,0.17
KOTA TASIKMALAYA,november,2008,-0.31
CILACAP,november,2008,0.0
PURWOKERTO,november,2008,-0.09
KUDUS,november,2008,0.0
KOTA SURAKARTA,november,2008,0.12
KOTA SEMARANG,november,2008,0.06
KOTA TEGAL,november,2008,0.18
KOTA YOGYAKARTA,november,2008,0.07
JEMBER,november,2008,-0.6
BANYUWANGI,november,2008,0.0
SUMENEP,november,2008,-0.16
KOTA KEDIRI,november,2008,-0.36
KOTA MALANG,november,2008,-0.11
KOTA PROBOLINGGO,november,2008,-0.58
KOTA MADIUN,november,2008,-0.05
KOTA SURABAYA,november,2008,0.04
KOTA TANGERANG,november,2008,-0.22
KOTA CILEGON,november,2008,0.99
KOTA SERANG,november,2008,0.22
SINGARAJA,november,2008,0.0
KOTA DENPASAR,november,2008,0.44
KOTA MATARAM,november,2008,-0.02
KOTA BIMA,november,2008,-0.28
MAUMERE,november,2008,-1.63
KOTA KUPANG,november,2008,0.88
KOTA PONTIANAK,november,2008,-0.5
KOTA SINGKAWANG,november,2008,-0.84
SAMPIT,november,2008,-0.29
KOTA PALANGKA RAYA,november,2008,0.66
TANJUNG,november,2008,0.0
KOTA BANJARMASIN,november,2008,0.49
KOTA BALIKPAPAN,november,2008,-0.15
KOTA SAMARINDA,november,2008,-1.27
KOTA TARAKAN,november,2008,-0.23
KOTA MANADO,november,2008,-0.37
KOTA PALU,november,2008,-0.95
BULUKUMBA,november,2008,0.0
WATAMPONE,november,2008,-0.2
KOTA MAKASSAR,november,2008,-0.13
KOTA PARE-PARE,november,2008,-0.51
KOTA PALOPO,november,2008,0.17
KOTA KENDARI,november,2008,-0.62
KOTA BAU-BAU,november,2008,0.0
KOTA GORONTALO,november,2008,-0.09
MAMUJU,november,2008,0.08
KOTA AMBON,november,2008,-1.4
KOTA TUAL,november,2008,0.0
KOTA TERNATE,november,2008,-0.3
MANOKWARI,november,2008,-1.22
KOTA SORONG,november,2008,-0.87
MERAUKE,november,2008,0.0
KOTA JAYAPURA,november,2008,-0.63
KOTA MEULABOH,desember,2008,0.0
KOTA BANDA ACEH,desember,2008,1.06
KOTA LHOKSEUMAWE,desember,2008,1.47
KOTA SIBOLGA,desember,2008,1.35
KOTA PEMATANG SIANTAR,desember,2008,0.73
KOTA MEDAN,desember,2008,0.51
KOTA PADANGSIDIMPUAN,desember,2008,0.7
KOTA PADANG,desember,2008,0.21
KOTA BUKITTINGGI,desember,2008,0.0
TEMBILAHAN,desember,2008,0.0
KOTA PEKANBARU,desember,2008,-0.03
KOTA DUMAI,desember,2008,0.43
BUNGO,desember,2008,0.0
KOTA JAMBI,desember,2008,-0.1
KOTA PALEMBANG,desember,2008,0.19
KOTA LUBUKLINGGAU,desember,2008,0.0
KOTA BENGKULU,desember,2008,-0.09
KOTA BANDAR LAMPUNG,desember,2008,0.03
KOTA METRO,desember,2008,0.0
TANJUNG PANDAN,desember,2008,0.0
KOTA PANGKAL PINANG,desember,2008,0.64
KOTA BATAM,desember,2008,-0.14
KOTA TANJUNG PINANG,desember,2008,-0.1
DKI JAKARTA,desember,2008,0.11
KOTA BOGOR,desember,2008,-0.26
KOTA SUKABUMI,desember,2008,0.22
KOTA BANDUNG,desember,2008,-0.58
KOTA CIREBON,desember,2008,-0.06
KOTA BEKASI,desember,2008,-0.82
KOTA DEPOK,desember,2008,-0.46
KOTA TASIKMALAYA,desember,2008,0.34
CILACAP,desember,2008,0.0
PURWOKERTO,desember,2008,0.17
KUDUS,desember,2008,0.0
KOTA SURAKARTA,desember,2008,-0.65
KOTA SEMARANG,desember,2008,-0.42
KOTA TEGAL,desember,2008,-0.22
KOTA YOGYAKARTA,desember,2008,-0.11
JEMBER,desember,2008,-0.35
BANYUWANGI,desember,2008,0.0
SUMENEP,desember,2008,0.25
KOTA KEDIRI,desember,2008,-0.58
KOTA MALANG,desember,2008,-0.07
KOTA PROBOLINGGO,desember,2008,0.02
KOTA MADIUN,desember,2008,-0.59
KOTA SURABAYA,desember,2008,-0.3
KOTA TANGERANG,desember,2008,-0.22
KOTA CILEGON,desember,2008,-0.16
KOTA SERANG,desember,2008,0.39
SINGARAJA,desember,2008,0.0
KOTA DENPASAR,desember,2008,0.28
KOTA MATARAM,desember,2008,0.64
KOTA BIMA,desember,2008,0.39
MAUMERE,desember,2008,-1.53
KOTA KUPANG,desember,2008,1.11
KOTA PONTIANAK,desember,2008,0.33
KOTA SINGKAWANG,desember,2008,0.67
SAMPIT,desember,2008,0.2
KOTA PALANGKA RAYA,desember,2008,-0.61
TANJUNG,desember,2008,0.0
KOTA BANJARMASIN,desember,2008,-0.03
KOTA BALIKPAPAN,desember,2008,-0.41
KOTA SAMARINDA,desember,2008,0.2
KOTA TARAKAN,desember,2008,1.68
KOTA MANADO,desember,2008,0.46
KOTA PALU,desember,2008,0.3
BULUKUMBA,desember,2008,0.0
WATAMPONE,desember,2008,-0.26
KOTA MAKASSAR,desember,2008,0.46
KOTA PARE-PARE,desember,2008,0.4
KOTA PALOPO,desember,2008,0.83
KOTA KENDARI,desember,2008,0.45
KOTA BAU-BAU,desember,2008,0.0
KOTA GORONTALO,desember,2008,0.03
MAMUJU,desember,2008,1.2
KOTA AMBON,desember,2008,-1.84
KOTA TUAL,desember,2008,0.0
KOTA TERNATE,desember,2008,0.02
MANOKWARI,desember,2008,1.51
KOTA SORONG,desember,2008,0.59
MERAUKE,desember,2008,0.0
KOTA JAYAPURA,desember,2008,0.67
KOTA MEULABOH,januari,2009,0.0
KOTA BANDA ACEH,januari,2009,0.3
KOTA LHOKSEUMAWE,januari,2009,0.93
KOTA SIBOLGA,januari,2009,0.19
KOTA PEMATANG SIANTAR,januari,2009,0.28
KOTA MEDAN,januari,2009,0.21
KOTA PADANGSIDIMPUAN,januari,2009,0.1
KOTA PADANG,januari,2009,0.08
KOTA BUKITTINGGI,januari,2009,0.0
TEMBILAHAN,januari,2009,0.0
KOTA PEKANBARU,januari,2009,0.81
KOTA DUMAI,januari,2009,0.21
BUNGO,januari,2009,0.0
KOTA JAMBI,januari,2009,0.42
KOTA PALEMBANG,januari,2009,0.28
KOTA LUBUKLINGGAU,januari,2009,0.0
KOTA BENGKULU,januari,2009,0.02
KOTA BANDAR LAMPUNG,januari,2009,0.98
KOTA METRO,januari,2009,0.0
TANJUNG PANDAN,januari,2009,0.0
KOTA PANGKAL PINANG,januari,2009,0.61
KOTA BATAM,januari,2009,0.01
KOTA TANJUNG PINANG,januari,2009,1.2
DKI JAKARTA,januari,2009,0.24
KOTA BOGOR,januari,2009,0.34
KOTA SUKABUMI,januari,2009,0.12
KOTA BANDUNG,januari,2009,0.29
KOTA CIREBON,januari,2009,0.21
KOTA BEKASI,januari,2009,0.4
KOTA DEPOK,januari,2009,0.23
KOTA TASIKMALAYA,januari,2009,0.43
CILACAP,januari,2009,0.0
PURWOKERTO,januari,2009,0.33
KUDUS,januari,2009,0.0
KOTA SURAKARTA,januari,2009,0.17
KOTA SEMARANG,januari,2009,0.09
KOTA TEGAL,januari,2009,0.09
KOTA YOGYAKARTA,januari,2009,0.09
JEMBER,januari,2009,0.1
BANYUWANGI,januari,2009,0.0
SUMENEP,januari,2009,0.15
KOTA KEDIRI,januari,2009,0.12
KOTA MALANG,januari,2009,0.28
KOTA PROBOLINGGO,januari,2009,0.16
KOTA MADIUN,januari,2009,0.01
KOTA SURABAYA,januari,2009,0.18
KOTA TANGERANG,januari,2009,0.29
KOTA CILEGON,januari,2009,0.09
KOTA SERANG,januari,2009,0.27
SINGARAJA,januari,2009,0.0
KOTA DENPASAR,januari,2009,0.21
KOTA MATARAM,januari,2009,0.61
KOTA BIMA,januari,2009,0.59
MAUMERE,januari,2009,0.91
KOTA KUPANG,januari,2009,1.18
KOTA PONTIANAK,januari,2009,0.97
KOTA SINGKAWANG,januari,2009,1.13
SAMPIT,januari,2009,0.2
KOTA PALANGKA RAYA,januari,2009,0.19
TANJUNG,januari,2009,0.0
KOTA BANJARMASIN,januari,2009,0.12
KOTA BALIKPAPAN,januari,2009,0.53
KOTA SAMARINDA,januari,2009,0.44
KOTA TARAKAN,januari,2009,0.24
KOTA MANADO,januari,2009,1.35
KOTA PALU,januari,2009,0.4
BULUKUMBA,januari,2009,0.0
WATAMPONE,januari,2009,0.33
KOTA MAKASSAR,januari,2009,0.06
KOTA PARE-PARE,januari,2009,0.29
KOTA PALOPO,januari,2009,0.42
KOTA KENDARI,januari,2009,1.98
KOTA BAU-BAU,januari,2009,0.0
KOTA GORONTALO,januari,2009,0.65
MAMUJU,januari,2009,0.85
KOTA AMBON,januari,2009,1.22
KOTA TUAL,januari,2009,0.0
KOTA TERNATE,januari,2009,0.41
MANOKWARI,januari,2009,3.84
KOTA SORONG,januari,2009,0.14
MERAUKE,januari,2009,0.0
KOTA JAYAPURA,januari,2009,1.27
KOTA MEULABOH,februari,2009,0.0
KOTA BANDA ACEH,februari,2009,0.04
KOTA LHOKSEUMAWE,februari,2009,0.88
KOTA SIBOLGA,februari,2009,0.75
KOTA PEMATANG SIANTAR,februari,2009,0.52
KOTA MEDAN,februari,2009,0.4
KOTA PADANGSIDIMPUAN,februari,2009,0.22
KOTA PADANG,februari,2009,0.68
KOTA BUKITTINGGI,februari,2009,0.0
TEMBILAHAN,februari,2009,0.0
KOTA PEKANBARU,februari,2009,0.12
KOTA DUMAI,februari,2009,0.51
BUNGO,februari,2009,0.0
KOTA JAMBI,februari,2009,0.66
KOTA PALEMBANG,februari,2009,0.37
KOTA LUBUKLINGGAU,februari,2009,0.0
KOTA BENGKULU,februari,2009,0.41
KOTA BANDAR LAMPUNG,februari,2009,0.31
KOTA METRO,februari,2009,0.0
TANJUNG PANDAN,februari,2009,0.0
KOTA PANGKAL PINANG,februari,2009,1.06
KOTA BATAM,februari,2009,0.59
KOTA TANJUNG PINANG,februari,2009,0.28
DKI JAKARTA,februari,2009,0.22
KOTA BOGOR,februari,2009,0.6
KOTA SUKABUMI,februari,2009,0.37
KOTA BANDUNG,februari,2009,0.12
KOTA CIREBON,februari,2009,1.03
KOTA BEKASI,februari,2009,0.59
KOTA DEPOK,februari,2009,0.67
KOTA TASIKMALAYA,februari,2009,0.1
CILACAP,februari,2009,0.0
PURWOKERTO,februari,2009,0.52
KUDUS,februari,2009,0.0
KOTA SURAKARTA,februari,2009,0.67
KOTA SEMARANG,februari,2009,0.13
KOTA TEGAL,februari,2009,0.97
KOTA YOGYAKARTA,februari,2009,0.32
JEMBER,februari,2009,0.63
BANYUWANGI,februari,2009,0.0
SUMENEP,februari,2009,0.38
KOTA KEDIRI,februari,2009,0.31
KOTA MALANG,februari,2009,0.39
KOTA PROBOLINGGO,februari,2009,0.54
KOTA MADIUN,februari,2009,0.91
KOTA SURABAYA,februari,2009,0.96
KOTA TANGERANG,februari,2009,0.03
KOTA CILEGON,februari,2009,0.39
KOTA SERANG,februari,2009,0.58
SINGARAJA,februari,2009,0.0
KOTA DENPASAR,februari,2009,0.98
KOTA MATARAM,februari,2009,0.37
KOTA BIMA,februari,2009,0.74
MAUMERE,februari,2009,0.84
KOTA KUPANG,februari,2009,0.73
KOTA PONTIANAK,februari,2009,1.15
KOTA SINGKAWANG,februari,2009,0.46
SAMPIT,februari,2009,0.98
KOTA PALANGKA RAYA,februari,2009,0.55
TANJUNG,februari,2009,0.0
KOTA BANJARMASIN,februari,2009,0.03
KOTA BALIKPAPAN,februari,2009,0.21
KOTA SAMARINDA,februari,2009,1.62
KOTA TARAKAN,februari,2009,0.2
KOTA MANADO,februari,2009,1.25
KOTA PALU,februari,2009,0.33
BULUKUMBA,februari,2009,0.0
WATAMPONE,februari,2009,0.89
KOTA MAKASSAR,februari,2009,0.68
KOTA PARE-PARE,februari,2009,0.18
KOTA PALOPO,februari,2009,0.35
KOTA KENDARI,februari,2009,0.19
KOTA BAU-BAU,februari,2009,0.0
KOTA GORONTALO,februari,2009,0.88
MAMUJU,februari,2009,0.15
KOTA AMBON,februari,2009,0.71
KOTA TUAL,februari,2009,0.0
KOTA TERNATE,februari,2009,0.07
MANOKWARI,februari,2009,0.02
KOTA SORONG,februari,2009,0.07
MERAUKE,februari,2009,0.0
KOTA JAYAPURA,februari,2009,0.44
KOTA MEULABOH,maret,2009,0.0
KOTA BANDA ACEH,maret,2009,0.7
KOTA LHOKSEUMAWE,maret,2009,0.5
KOTA SIBOLGA,maret,2009,1.07
KOTA PEMATANG SIANTAR,maret,2009,1.0
KOTA MEDAN,maret,2009,0.24
KOTA PADANGSIDIMPUAN,maret,2009,0.35
KOTA PADANG,maret,2009,0.56
KOTA BUKITTINGGI,maret,2009,0.0
TEMBILAHAN,maret,2009,0.0
KOTA PEKANBARU,maret,2009,0.45
KOTA DUMAI,maret,2009,0.44
BUNGO,maret,2009,0.0
KOTA JAMBI,maret,2009,0.81
KOTA PALEMBANG,maret,2009,0.15
KOTA LUBUKLINGGAU,maret,2009,0.0
KOTA BENGKULU,maret,2009,0.31
KOTA BANDAR LAMPUNG,maret,2009,0.25
KOTA METRO,maret,2009,0.0
TANJUNG PANDAN,maret,2009,0.0
KOTA PANGKAL PINANG,maret,2009,0.33
KOTA BATAM,maret,2009,0.05
KOTA TANJUNG PINANG,maret,2009,1.15
DKI JAKARTA,maret,2009,0.33
KOTA BOGOR,maret,2009,0.53
KOTA SUKABUMI,maret,2009,1.18
KOTA BANDUNG,maret,2009,0.52
KOTA CIREBON,maret,2009,0.1
KOTA BEKASI,maret,2009,0.18
KOTA DEPOK,maret,2009,0.03
KOTA TASIKMALAYA,maret,2009,0.25
CILACAP,maret,2009,0.0
PURWOKERTO,maret,2009,0.6
KUDUS,maret,2009,0.0
KOTA SURAKARTA,maret,2009,0.28
KOTA SEMARANG,maret,2009,0.67
KOTA TEGAL,maret,2009,0.01
KOTA YOGYAKARTA,maret,2009,0.18
JEMBER,maret,2009,0.5
BANYUWANGI,maret,2009,0.0
SUMENEP,maret,2009,0.03
KOTA KEDIRI,maret,2009,0.47
KOTA MALANG,maret,2009,0.61
KOTA PROBOLINGGO,maret,2009,0.1
KOTA MADIUN,maret,2009,0.11
KOTA SURABAYA,maret,2009,0.28
KOTA TANGERANG,maret,2009,0.07
KOTA CILEGON,maret,2009,0.32
KOTA SERANG,maret,2009,0.2
SINGARAJA,maret,2009,0.0
KOTA DENPASAR,maret,2009,1.35
KOTA MATARAM,maret,2009,0.79
KOTA BIMA,maret,2009,1.07
MAUMERE,maret,2009,1.34
KOTA KUPANG,maret,2009,0.4
KOTA PONTIANAK,maret,2009,0.38
KOTA SINGKAWANG,maret,2009,1.2
SAMPIT,maret,2009,0.83
KOTA PALANGKA RAYA,maret,2009,0.09
TANJUNG,maret,2009,0.0
KOTA BANJARMASIN,maret,2009,0.45
KOTA BALIKPAPAN,maret,2009,0.35
KOTA SAMARINDA,maret,2009,0.31
KOTA TARAKAN,maret,2009,0.08
KOTA MANADO,maret,2009,1.29
KOTA PALU,maret,2009,1.04
BULUKUMBA,maret,2009,0.0
WATAMPONE,maret,2009,0.91
KOTA MAKASSAR,maret,2009,0.1
KOTA PARE-PARE,maret,2009,0.07
KOTA PALOPO,maret,2009,1.21
KOTA KENDARI,maret,2009,0.79
KOTA BAU-BAU,maret,2009,0.0
KOTA GORONTALO,maret,2009,0.77
MAMUJU,maret,2009,0.35
KOTA AMBON,maret,2009,0.32
KOTA TUAL,maret,2009,0.0
KOTA TERNATE,maret,2009,0.77
MANOKWARI,maret,2009,0.33
KOTA SORONG,maret,2009,0.84
MERAUKE,maret,2009,0.0
KOTA JAYAPURA,maret,2009,1.67
KOTA MEULABOH,april,2009,0.0
KOTA BANDA ACEH,april,2009,0.47
KOTA LHOKSEUMAWE,april,2009,0.03
KOTA SIBOLGA,april,2009,0.47
KOTA PEMATANG SIANTAR,april,2009,0.15
KOTA MEDAN,april,2009,0.43
KOTA PADANGSIDIMPUAN,april,2009,1.24
KOTA PADANG,april,2009,0.76
KOTA BUKITTINGGI,april,2009,0.0
TEMBILAHAN,april,2009,0.0
KOTA PEKANBARU,april,2009,0.54
KOTA DUMAI,april,2009,0.75
BUNGO,april,2009,0.0
KOTA JAMBI,april,2009,1.27
KOTA PALEMBANG,april,2009,0.28
KOTA LUBUKLINGGAU,april,2009,0.0
KOTA BENGKULU,april,2009,0.74
KOTA BANDAR LAMPUNG,april,2009,1.26
KOTA METRO,april,2009,0.0
TANJUNG PANDAN,april,2009,0.0
KOTA PANGKAL PINANG,april,2009,0.89
KOTA BATAM,april,2009,0.61
KOTA TANJUNG PINANG,april,2009,0.74
DKI JAKARTA,april,2009,0.15
KOTA BOGOR,april,2009,0.47
KOTA SUKABUMI,april,2009,0.36
KOTA BANDUNG,april,2009,0.04
KOTA CIREBON,april,2009,0.13
KOTA BEKASI,april,2009,0.53
KOTA DEPOK,april,2009,0.22
KOTA TASIKMALAYA,april,2009,0.97
CILACAP,april,2009,0.0
PURWOKERTO,april,2009,0.22
KUDUS,april,2009,0.0
KOTA SURAKARTA,april,2009,0.02
KOTA SEMARANG,april,2009,0.17
KOTA TEGAL,april,2009,0.15
KOTA YOGYAKARTA,april,2009,0.34
JEMBER,april,2009,0.87
BANYUWANGI,april,2009,0.0
SUMENEP,april,2009,0.6
KOTA KEDIRI,april,2009,0.49
KOTA MALANG,april,2009,0.21
KOTA PROBOLINGGO,april,2009,0.5
KOTA MADIUN,april,2009,0.47
KOTA SURABAYA,april,2009,0.44
KOTA TANGERANG,april,2009,0.27
KOTA CILEGON,april,2009,0.63
KOTA SERANG,april,2009,0.48
SINGARAJA,april,2009,0.0
KOTA DENPASAR,april,2009,0.61
KOTA MATARAM,april,2009,0.92
KOTA BIMA,april,2009,0.38
MAUMERE,april,2009,0.7
KOTA KUPANG,april,2009,0.25
KOTA PONTIANAK,april,2009,0.26
KOTA SINGKAWANG,april,2009,0.28
SAMPIT,april,2009,1.17
KOTA PALANGKA RAYA,april,2009,0.06
TANJUNG,april,2009,0.0
KOTA BANJARMASIN,april,2009,0.19
KOTA BALIKPAPAN,april,2009,0.13
KOTA SAMARINDA,april,2009,0.25
KOTA TARAKAN,april,2009,0.09
KOTA MANADO,april,2009,1.32
KOTA PALU,april,2009,0.85
BULUKUMBA,april,2009,0.0
WATAMPONE,april,2009,0.25
KOTA MAKASSAR,april,2009,0.44
KOTA PARE-PARE,april,2009,0.35
KOTA PALOPO,april,2009,0.99
KOTA KENDARI,april,2009,0.93
KOTA BAU-BAU,april,2009,0.0
KOTA GORONTALO,april,2009,0.05
MAMUJU,april,2009,0.12
KOTA AMBON,april,2009,0.4
KOTA TUAL,april,2009,0.0
KOTA TERNATE,april,2009,0.89
MANOKWARI,april,2009,0.07
KOTA SORONG,april,2009,0.78
MERAUKE,april,2009,0.0
KOTA JAYAPURA,april,2009,0.03
KOTA MEULABOH,mei,2009,0.0
KOTA BANDA ACEH,mei,2009,0.63
KOTA LHOKSEUMAWE,mei,2009,0.09
KOTA SIBOLGA,mei,2009,0.35
KOTA PEMATANG SIANTAR,mei,2009,0.55
KOTA MEDAN,mei,2009,0.25
KOTA PADANGSIDIMPUAN,mei,2009,0.18
KOTA PADANG,mei,2009,0.39
KOTA BUKITTINGGI,mei,2009,0.0
TEMBILAHAN,mei,2009,0.0
KOTA PEKANBARU,mei,2009,0.04
KOTA DUMAI,mei,2009,0.19
BUNGO,mei,2009,0.0
KOTA JAMBI,mei,2009,0.97
KOTA PALEMBANG,mei,2009,0.17
KOTA LUBUKLINGGAU,mei,2009,0.0
KOTA BENGKULU,mei,2009,0.16
KOTA BANDAR LAMPUNG,mei,2009,0.37
KOTA METRO,mei,2009,0.0
TANJUNG PANDAN,mei,2009,0.0
KOTA PANGKAL PINANG,mei,2009,0.05
KOTA BATAM,mei,2009,0.03
KOTA TANJUNG PINANG,mei,2009,0.56
DKI JAKARTA,mei,2009,0.17
KOTA BOGOR,mei,2009,0.02
KOTA SUKABUMI,mei,2009,0.08
KOTA BANDUNG,mei,2009,0.2
KOTA CIREBON,mei,2009,0.04
KOTA BEKASI,mei,2009,0.27
KOTA DEPOK,mei,2009,0.01
KOTA TASIKMALAYA,mei,2009,0.03
CILACAP,mei,2009,0.0
PURWOKERTO,mei,2009,0.04
KUDUS,mei,2009,0.0
KOTA SURAKARTA,mei,2009,0.32
KOTA SEMARANG,mei,2009,0.09
KOTA TEGAL,mei,2009,0.51
KOTA YOGYAKARTA,mei,2009,0.27
